TOP.6287f2bf.000e598e	START
TOP.62a3aca8.00043634	hashes->digests_done	0
TOP.62a3aca8.00043634	hashes->salts_cnt	1
TOP.62a3aca8.00043634	hashes->salts_done	0
TOP.62a3aca8.00043634	SUB.62a3aca8.000eff24	START
TOP.62a3aca8.00043634	SUB.62a3aca8.000eff24	mask_ctx->mask	?d?d?d?d?d?d?d?d
TOP.62a3ad2c.000e3fc9	START
TOP.62a3ad2c.000e3fc9	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62a3ad2c.000e3fc9	folder_config->install_dir	.
TOP.62a3ad2c.000e3fc9	folder_config->profile_dir	.
TOP.62a3ad2c.000e3fc9	folder_config->session_dir	.
TOP.62a3ad2c.000e3fc9	folder_config->shared_dir	.
TOP.62a3ad2c.000e3fc9	user_options->encoding_from	utf-8
TOP.62a3ad2c.000e3fc9	user_options->encoding_to	utf-8
TOP.62a3ad2c.000e3fc9	user_options->rule_buf_l	:
TOP.62a3ad2c.000e3fc9	user_options->rule_buf_r	:
TOP.62a3ad2c.000e3fc9	user_options->session	hashcat
TOP.62a3ad2c.000e3fc9	user_options->separator	:
TOP.62a3ad2c.000e3fc9	user_options->limit	0
TOP.62a3ad2c.000e3fc9	user_options->skip	0
TOP.62a3ad2c.000e3fc9	user_options->attack_mode	3
TOP.62a3ad2c.000e3fc9	user_options->benchmark	0
TOP.62a3ad2c.000e3fc9	user_options->benchmark_all	0
TOP.62a3ad2c.000e3fc9	user_options->bitmap_max	18
TOP.62a3ad2c.000e3fc9	user_options->bitmap_min	16
TOP.62a3ad2c.000e3fc9	user_options->debug_mode	0
TOP.62a3ad2c.000e3fc9	user_options->hash_info	0
TOP.62a3ad2c.000e3fc9	user_options->force	0
TOP.62a3ad2c.000e3fc9	user_options->hwmon_disable	0
TOP.62a3ad2c.000e3fc9	user_options->hwmon_temp_abort	90
TOP.62a3ad2c.000e3fc9	user_options->hash_mode	22000
TOP.62a3ad2c.000e3fc9	user_options->hex_charset	0
TOP.62a3ad2c.000e3fc9	user_options->hex_salt	0
TOP.62a3ad2c.000e3fc9	user_options->hex_wordlist	0
TOP.62a3ad2c.000e3fc9	user_options->hook_threads	2
TOP.62a3ad2c.000e3fc9	user_options->identify	0
TOP.62a3ad2c.000e3fc9	user_options->increment	0
TOP.62a3ad2c.000e3fc9	user_options->increment_max	256
TOP.62a3ad2c.000e3fc9	user_options->increment_min	1
TOP.62a3ad2c.000e3fc9	user_options->keep_guessing	0
TOP.62a3ad2c.000e3fc9	user_options->kernel_accel	0
TOP.62a3ad2c.000e3fc9	user_options->kernel_loops	0
TOP.62a3ad2c.000e3fc9	user_options->kernel_threads	0
TOP.62a3ad2c.000e3fc9	user_options->keyspace	0
TOP.62a3ad2c.000e3fc9	user_options->left	0
TOP.62a3ad2c.000e3fc9	user_options->logfile_disable	0
TOP.62a3ad2c.000e3fc9	user_options->loopback	0
TOP.62a3ad2c.000e3fc9	user_options->machine_readable	0
TOP.62a3ad2c.000e3fc9	user_options->markov_classic	0
TOP.62a3ad2c.000e3fc9	user_options->markov_disable	0
TOP.62a3ad2c.000e3fc9	user_options->markov_inverse	0
TOP.62a3ad2c.000e3fc9	user_options->markov_threshold	256
TOP.62a3ad2c.000e3fc9	user_options->multiply_accel_disable	0
TOP.62a3ad2c.000e3fc9	user_options->backend_info	0
TOP.62a3ad2c.000e3fc9	user_options->backend_vector_width	0
TOP.62a3ad2c.000e3fc9	user_options->optimized_kernel_enable	0
TOP.62a3ad2c.000e3fc9	user_options->outfile_autohex	1
TOP.62a3ad2c.000e3fc9	user_options->outfile_check_timer	5
TOP.62a3ad2c.000e3fc9	user_options->outfile_format	3
TOP.62a3ad2c.000e3fc9	user_options->wordlist_autohex_disable	0
TOP.62a3ad2c.000e3fc9	user_options->potfile_disable	0
TOP.62a3ad2c.000e3fc9	user_options->progress_only	0
TOP.62a3ad2c.000e3fc9	user_options->quiet	0
TOP.62a3ad2c.000e3fc9	user_options->remove	0
TOP.62a3ad2c.000e3fc9	user_options->remove_timer	60
TOP.62a3ad2c.000e3fc9	user_options->restore	0
TOP.62a3ad2c.000e3fc9	user_options->restore_disable	0
TOP.62a3ad2c.000e3fc9	user_options->restore_timer	60
TOP.62a3ad2c.000e3fc9	user_options->rp_files_cnt	0
TOP.62a3ad2c.000e3fc9	user_options->rp_gen	0
TOP.62a3ad2c.000e3fc9	user_options->rp_gen_func_max	4
TOP.62a3ad2c.000e3fc9	user_options->rp_gen_func_min	1
TOP.62a3ad2c.000e3fc9	user_options->rp_gen_seed	0
TOP.62a3ad2c.000e3fc9	user_options->runtime	0
TOP.62a3ad2c.000e3fc9	user_options->scrypt_tmto	0
TOP.62a3ad2c.000e3fc9	user_options->segment_size	33554432
TOP.62a3ad2c.000e3fc9	user_options->self_test_disable	0
TOP.62a3ad2c.000e3fc9	user_options->slow_candidates	0
TOP.62a3ad2c.000e3fc9	user_options->show	0
TOP.62a3ad2c.000e3fc9	user_options->speed_only	0
TOP.62a3ad2c.000e3fc9	user_options->spin_damp	0
TOP.62a3ad2c.000e3fc9	user_options->status	0
TOP.62a3ad2c.000e3fc9	user_options->status_json	0
TOP.62a3ad2c.000e3fc9	user_options->status_timer	10
TOP.62a3ad2c.000e3fc9	user_options->stdout_flag	0
TOP.62a3ad2c.000e3fc9	user_options->usage	0
TOP.62a3ad2c.000e3fc9	user_options->username	0
TOP.62a3ad2c.000e3fc9	user_options->veracrypt_pim_start	485
TOP.62a3ad2c.000e3fc9	user_options->veracrypt_pim_stop	485
TOP.62a3ad2c.000e3fc9	user_options->version	0
TOP.62a3ad2c.000e3fc9	user_options->workload_profile	3
TOP.62a3ad2c.000e3fc9	user_options->brain_client	0
TOP.62a3ad2c.000e3fc9	user_options->brain_client_features	2
TOP.62a3ad2c.000e3fc9	user_options->brain_server	0
TOP.62a3ad2c.000e3fc9	user_options->brain_server_timer	300
TOP.62a3ad2c.000e3fc9	user_options->brain_port	6863
TOP.62a3ad2c.000e3fc9	user_options->brain_session	0
TOP.62a3ad2c.000e3fc9	hashes->hashfile	gpon.hc22000
TOP.62a3ad2c.000e3fc9	hashes->hashlist_mode	5
TOP.62a3ad2c.000e3fc9	hashes->hashlist_format	0
TOP.62a3ad2c.000e3fc9	hashes->hashes_cnt	0
TOP.62a3ad2c.000e3fc9	hashes->digests_cnt	1
TOP.62a3ad2c.000e3fc9	hashes->digests_done	0
TOP.62a3ad2c.000e3fc9	hashes->salts_cnt	1
TOP.62a3ad2c.000e3fc9	hashes->salts_done	0
TOP.62a3ad2c.000e3fc9	SUB.62a3ad2e.0000f6f8	START
TOP.62a3ad2c.000e3fc9	SUB.62a3ad2e.0000f6f8	mask_ctx->mask	?d?d?d?d?d?d?d?d
TOP.62a3ad2c.000e3fc9	SUB.62a3ad2e.0000f6f8	runtime_start	1654893872
TOP.62a3ad2c.000e3fc9	SUB.62a3ad2e.0000f6f8	runtime_stop	1654894279
TOP.62a3ad2c.000e3fc9	SUB.62a3ad2e.0000f6f8	status-after-work	5
TOP.62a3ad2c.000e3fc9	SUB.62a3ad2e.0000f6f8	STOP
TOP.62a3ad2c.000e3fc9	proc_start	1654893868
TOP.62a3ad2c.000e3fc9	proc_stop	1654894280
TOP.62a3ad2c.000e3fc9	STOP
TOP.62a3aed3.000f1cea	START
TOP.62a3aed3.000f1cea	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62a3aed3.000f1cea	folder_config->install_dir	.
TOP.62a3aed3.000f1cea	folder_config->profile_dir	.
TOP.62a3aed3.000f1cea	folder_config->session_dir	.
TOP.62a3aed3.000f1cea	folder_config->shared_dir	.
TOP.62a3aed3.000f1cea	user_options->encoding_from	utf-8
TOP.62a3aed3.000f1cea	user_options->encoding_to	utf-8
TOP.62a3aed3.000f1cea	user_options->rule_buf_l	:
TOP.62a3aed3.000f1cea	user_options->rule_buf_r	:
TOP.62a3aed3.000f1cea	user_options->session	hashcat
TOP.62a3aed3.000f1cea	user_options->separator	:
TOP.62a3aed3.000f1cea	user_options->limit	0
TOP.62a3aed3.000f1cea	user_options->skip	0
TOP.62a3aed3.000f1cea	user_options->attack_mode	3
TOP.62a3aed3.000f1cea	user_options->benchmark	0
TOP.62a3aed3.000f1cea	user_options->benchmark_all	0
TOP.62a3aed3.000f1cea	user_options->bitmap_max	18
TOP.62a3aed3.000f1cea	user_options->bitmap_min	16
TOP.62a3aed3.000f1cea	user_options->debug_mode	0
TOP.62a3aed3.000f1cea	user_options->hash_info	0
TOP.62a3aed3.000f1cea	user_options->force	0
TOP.62a3aed3.000f1cea	user_options->hwmon_disable	0
TOP.62a3aed3.000f1cea	user_options->hwmon_temp_abort	90
TOP.62a3aed3.000f1cea	user_options->hash_mode	22000
TOP.62a3aed3.000f1cea	user_options->hex_charset	0
TOP.62a3aed3.000f1cea	user_options->hex_salt	0
TOP.62a3aed3.000f1cea	user_options->hex_wordlist	0
TOP.62a3aed3.000f1cea	user_options->hook_threads	2
TOP.62a3aed3.000f1cea	user_options->identify	0
TOP.62a3aed3.000f1cea	user_options->increment	1
TOP.62a3aed3.000f1cea	user_options->increment_max	11
TOP.62a3aed3.000f1cea	user_options->increment_min	9
TOP.62a3aed3.000f1cea	user_options->keep_guessing	0
TOP.62a3aed3.000f1cea	user_options->kernel_accel	0
TOP.62a3aed3.000f1cea	user_options->kernel_loops	0
TOP.62a3aed3.000f1cea	user_options->kernel_threads	0
TOP.62a3aed3.000f1cea	user_options->keyspace	0
TOP.62a3aed3.000f1cea	user_options->left	0
TOP.62a3aed3.000f1cea	user_options->logfile_disable	0
TOP.62a3aed3.000f1cea	user_options->loopback	0
TOP.62a3aed3.000f1cea	user_options->machine_readable	0
TOP.62a3aed3.000f1cea	user_options->markov_classic	0
TOP.62a3aed3.000f1cea	user_options->markov_disable	0
TOP.62a3aed3.000f1cea	user_options->markov_inverse	0
TOP.62a3aed3.000f1cea	user_options->markov_threshold	256
TOP.62a3aed3.000f1cea	user_options->multiply_accel_disable	0
TOP.62a3aed3.000f1cea	user_options->backend_info	0
TOP.62a3aed3.000f1cea	user_options->backend_vector_width	0
TOP.62a3aed3.000f1cea	user_options->optimized_kernel_enable	0
TOP.62a3aed3.000f1cea	user_options->outfile_autohex	1
TOP.62a3aed3.000f1cea	user_options->outfile_check_timer	5
TOP.62a3aed3.000f1cea	user_options->outfile_format	3
TOP.62a3aed3.000f1cea	user_options->wordlist_autohex_disable	0
TOP.62a3aed3.000f1cea	user_options->potfile_disable	0
TOP.62a3aed3.000f1cea	user_options->progress_only	0
TOP.62a3aed3.000f1cea	user_options->quiet	0
TOP.62a3aed3.000f1cea	user_options->remove	0
TOP.62a3aed3.000f1cea	user_options->remove_timer	60
TOP.62a3aed3.000f1cea	user_options->restore	0
TOP.62a3aed3.000f1cea	user_options->restore_disable	0
TOP.62a3aed3.000f1cea	user_options->restore_timer	60
TOP.62a3aed3.000f1cea	user_options->rp_files_cnt	0
TOP.62a3aed3.000f1cea	user_options->rp_gen	0
TOP.62a3aed3.000f1cea	user_options->rp_gen_func_max	4
TOP.62a3aed3.000f1cea	user_options->rp_gen_func_min	1
TOP.62a3aed3.000f1cea	user_options->rp_gen_seed	0
TOP.62a3aed3.000f1cea	user_options->runtime	0
TOP.62a3aed3.000f1cea	user_options->scrypt_tmto	0
TOP.62a3aed3.000f1cea	user_options->segment_size	33554432
TOP.62a3aed3.000f1cea	user_options->self_test_disable	0
TOP.62a3aed3.000f1cea	user_options->slow_candidates	0
TOP.62a3aed3.000f1cea	user_options->show	0
TOP.62a3aed3.000f1cea	user_options->speed_only	0
TOP.62a3aed3.000f1cea	user_options->spin_damp	0
TOP.62a3aed3.000f1cea	user_options->status	0
TOP.62a3aed3.000f1cea	user_options->status_json	0
TOP.62a3aed3.000f1cea	user_options->status_timer	10
TOP.62a3aed3.000f1cea	user_options->stdout_flag	0
TOP.62a3aed3.000f1cea	user_options->usage	0
TOP.62a3aed3.000f1cea	user_options->username	0
TOP.62a3aed3.000f1cea	user_options->veracrypt_pim_start	485
TOP.62a3aed3.000f1cea	user_options->veracrypt_pim_stop	485
TOP.62a3aed3.000f1cea	user_options->version	0
TOP.62a3aed3.000f1cea	user_options->workload_profile	3
TOP.62a3aed3.000f1cea	user_options->brain_client	0
TOP.62a3aed3.000f1cea	user_options->brain_client_features	2
TOP.62a3aed3.000f1cea	user_options->brain_server	0
TOP.62a3aed3.000f1cea	user_options->brain_server_timer	300
TOP.62a3aed3.000f1cea	user_options->brain_port	6863
TOP.62a3aed3.000f1cea	user_options->brain_session	0
TOP.62a3aed3.000f1cea	hashes->hashfile	gpon.hc22000
TOP.62a3aed3.000f1cea	hashes->hashlist_mode	5
TOP.62a3aed3.000f1cea	hashes->hashlist_format	0
TOP.62a3aed3.000f1cea	hashes->hashes_cnt	0
TOP.62a3aed3.000f1cea	hashes->digests_cnt	1
TOP.62a3aed3.000f1cea	hashes->digests_done	0
TOP.62a3aed3.000f1cea	hashes->salts_cnt	1
TOP.62a3aed3.000f1cea	hashes->salts_done	0
TOP.62a3aed3.000f1cea	SUB.62a3aed4.000ba54a	START
TOP.62a3aed3.000f1cea	SUB.62a3aed4.000ba54a	mask_ctx->mask	?d?d?d?d?d?d?d?d?d
TOP.62a3aed3.000f1cea	SUB.62a3aed4.000ba54a	runtime_start	1654894294
TOP.62a3aed3.000f1cea	SUB.62a3aed4.000ba54a	runtime_stop	1654898338
TOP.62a3aed3.000f1cea	SUB.62a3aed4.000ba54a	status-after-work	5
TOP.62a3aed3.000f1cea	SUB.62a3aed4.000ba54a	STOP
TOP.62a3aed3.000f1cea	SUB.62a3bea2.00043328	START
TOP.62a3aed3.000f1cea	SUB.62a3bea2.00043328	mask_ctx->mask	?d?d?d?d?d?d?d?d?d?d
TOP.62a3aed3.000f1cea	SUB.62a3bea2.00043328	runtime_start	1654898340
TOP.62a3aed3.000f1cea	SUB.62a3bea2.00043328	runtime_stop	1654933808
TOP.62a3aed3.000f1cea	SUB.62a3bea2.00043328	status-after-work	10
TOP.62a3aed3.000f1cea	SUB.62a3bea2.00043328	STOP
TOP.62a3aed3.000f1cea	proc_start	1654894291
TOP.62a3aed3.000f1cea	proc_stop	1654933809
TOP.62a3aed3.000f1cea	STOP
TOP.62a44a53.000f0c58	START
TOP.62a44a53.000f0c58	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62a44a53.000f0c58	folder_config->install_dir	.
TOP.62a44a53.000f0c58	folder_config->profile_dir	.
TOP.62a44a53.000f0c58	folder_config->session_dir	.
TOP.62a44a53.000f0c58	folder_config->shared_dir	.
TOP.62a44a53.000f0c58	user_options->custom_charset_1	3456789ABCDEFGHJKMNPRSTUVWXYabcdefghjkmnpqrstuvwx
TOP.62a44a53.000f0c58	user_options->encoding_from	utf-8
TOP.62a44a53.000f0c58	user_options->encoding_to	utf-8
TOP.62a44a53.000f0c58	user_options->rule_buf_l	:
TOP.62a44a53.000f0c58	user_options->rule_buf_r	:
TOP.62a44a53.000f0c58	user_options->session	hashcat
TOP.62a44a53.000f0c58	user_options->separator	:
TOP.62a44a53.000f0c58	user_options->limit	0
TOP.62a44a53.000f0c58	user_options->skip	0
TOP.62a44a53.000f0c58	user_options->attack_mode	3
TOP.62a44a53.000f0c58	user_options->benchmark	0
TOP.62a44a53.000f0c58	user_options->benchmark_all	0
TOP.62a44a53.000f0c58	user_options->bitmap_max	18
TOP.62a44a53.000f0c58	user_options->bitmap_min	16
TOP.62a44a53.000f0c58	user_options->debug_mode	0
TOP.62a44a53.000f0c58	user_options->hash_info	0
TOP.62a44a53.000f0c58	user_options->force	0
TOP.62a44a53.000f0c58	user_options->hwmon_disable	0
TOP.62a44a53.000f0c58	user_options->hwmon_temp_abort	90
TOP.62a44a53.000f0c58	user_options->hash_mode	22000
TOP.62a44a53.000f0c58	user_options->hex_charset	0
TOP.62a44a53.000f0c58	user_options->hex_salt	0
TOP.62a44a53.000f0c58	user_options->hex_wordlist	0
TOP.62a44a53.000f0c58	user_options->hook_threads	2
TOP.62a44a53.000f0c58	user_options->identify	0
TOP.62a44a53.000f0c58	user_options->increment	1
TOP.62a44a53.000f0c58	user_options->increment_max	256
TOP.62a44a53.000f0c58	user_options->increment_min	1
TOP.62a44a53.000f0c58	user_options->keep_guessing	0
TOP.62a44a53.000f0c58	user_options->kernel_accel	0
TOP.62a44a53.000f0c58	user_options->kernel_loops	0
TOP.62a44a53.000f0c58	user_options->kernel_threads	0
TOP.62a44a53.000f0c58	user_options->keyspace	0
TOP.62a44a53.000f0c58	user_options->left	0
TOP.62a44a53.000f0c58	user_options->logfile_disable	0
TOP.62a44a53.000f0c58	user_options->loopback	0
TOP.62a44a53.000f0c58	user_options->machine_readable	0
TOP.62a44a53.000f0c58	user_options->markov_classic	0
TOP.62a44a53.000f0c58	user_options->markov_disable	0
TOP.62a44a53.000f0c58	user_options->markov_inverse	0
TOP.62a44a53.000f0c58	user_options->markov_threshold	256
TOP.62a44a53.000f0c58	user_options->multiply_accel_disable	0
TOP.62a44a53.000f0c58	user_options->backend_info	0
TOP.62a44a53.000f0c58	user_options->backend_vector_width	0
TOP.62a44a53.000f0c58	user_options->optimized_kernel_enable	0
TOP.62a44a53.000f0c58	user_options->outfile_autohex	1
TOP.62a44a53.000f0c58	user_options->outfile_check_timer	5
TOP.62a44a53.000f0c58	user_options->outfile_format	3
TOP.62a44a53.000f0c58	user_options->wordlist_autohex_disable	0
TOP.62a44a53.000f0c58	user_options->potfile_disable	0
TOP.62a44a53.000f0c58	user_options->progress_only	0
TOP.62a44a53.000f0c58	user_options->quiet	0
TOP.62a44a53.000f0c58	user_options->remove	0
TOP.62a44a53.000f0c58	user_options->remove_timer	60
TOP.62a44a53.000f0c58	user_options->restore	0
TOP.62a44a53.000f0c58	user_options->restore_disable	0
TOP.62a44a53.000f0c58	user_options->restore_timer	60
TOP.62a44a53.000f0c58	user_options->rp_files_cnt	0
TOP.62a44a53.000f0c58	user_options->rp_gen	0
TOP.62a44a53.000f0c58	user_options->rp_gen_func_max	4
TOP.62a44a53.000f0c58	user_options->rp_gen_func_min	1
TOP.62a44a53.000f0c58	user_options->rp_gen_seed	0
TOP.62a44a53.000f0c58	user_options->runtime	0
TOP.62a44a53.000f0c58	user_options->scrypt_tmto	0
TOP.62a44a53.000f0c58	user_options->segment_size	33554432
TOP.62a44a53.000f0c58	user_options->self_test_disable	0
TOP.62a44a53.000f0c58	user_options->slow_candidates	0
TOP.62a44a53.000f0c58	user_options->show	0
TOP.62a44a53.000f0c58	user_options->speed_only	0
TOP.62a44a53.000f0c58	user_options->spin_damp	0
TOP.62a44a53.000f0c58	user_options->status	0
TOP.62a44a53.000f0c58	user_options->status_json	0
TOP.62a44a53.000f0c58	user_options->status_timer	10
TOP.62a44a53.000f0c58	user_options->stdout_flag	0
TOP.62a44a53.000f0c58	user_options->usage	0
TOP.62a44a53.000f0c58	user_options->username	0
TOP.62a44a53.000f0c58	user_options->veracrypt_pim_start	485
TOP.62a44a53.000f0c58	user_options->veracrypt_pim_stop	485
TOP.62a44a53.000f0c58	user_options->version	0
TOP.62a44a53.000f0c58	user_options->workload_profile	3
TOP.62a44a53.000f0c58	user_options->brain_client	0
TOP.62a44a53.000f0c58	user_options->brain_client_features	2
TOP.62a44a53.000f0c58	user_options->brain_server	0
TOP.62a44a53.000f0c58	user_options->brain_server_timer	300
TOP.62a44a53.000f0c58	user_options->brain_port	6863
TOP.62a44a53.000f0c58	user_options->brain_session	0
TOP.62a44a53.000f0c58	hashes->hashfile	gpon.hc22000
TOP.62a44a53.000f0c58	hashes->hashlist_mode	5
TOP.62a44a53.000f0c58	hashes->hashlist_format	0
TOP.62a44a53.000f0c58	hashes->hashes_cnt	0
TOP.62a44a53.000f0c58	hashes->digests_cnt	1
TOP.62a44a53.000f0c58	hashes->digests_done	0
TOP.62a44a53.000f0c58	hashes->salts_cnt	1
TOP.62a44a53.000f0c58	hashes->salts_done	0
TOP.62a44a53.000f0c58	SUB.62a44a54.000bc716	START
TOP.62a44a53.000f0c58	SUB.62a44a54.000bc716	mask_ctx->mask	?1?1?1?1?1?1?1?1
TOP.62a44b13.00075256	START
TOP.62a44b13.00075256	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62a44b13.00075256	folder_config->install_dir	.
TOP.62a44b13.00075256	folder_config->profile_dir	.
TOP.62a44b13.00075256	folder_config->session_dir	.
TOP.62a44b13.00075256	folder_config->shared_dir	.
TOP.62a44b13.00075256	user_options->custom_charset_1	3456789abcdefghjkmnpqrstuvwx
TOP.62a44b13.00075256	user_options->encoding_from	utf-8
TOP.62a44b13.00075256	user_options->encoding_to	utf-8
TOP.62a44b13.00075256	user_options->rule_buf_l	:
TOP.62a44b13.00075256	user_options->rule_buf_r	:
TOP.62a44b13.00075256	user_options->session	hashcat
TOP.62a44b13.00075256	user_options->separator	:
TOP.62a44b13.00075256	user_options->limit	0
TOP.62a44b13.00075256	user_options->skip	0
TOP.62a44b13.00075256	user_options->attack_mode	3
TOP.62a44b13.00075256	user_options->benchmark	0
TOP.62a44b13.00075256	user_options->benchmark_all	0
TOP.62a44b13.00075256	user_options->bitmap_max	18
TOP.62a44b13.00075256	user_options->bitmap_min	16
TOP.62a44b13.00075256	user_options->debug_mode	0
TOP.62a44b13.00075256	user_options->hash_info	0
TOP.62a44b13.00075256	user_options->force	0
TOP.62a44b13.00075256	user_options->hwmon_disable	0
TOP.62a44b13.00075256	user_options->hwmon_temp_abort	90
TOP.62a44b13.00075256	user_options->hash_mode	22000
TOP.62a44b13.00075256	user_options->hex_charset	0
TOP.62a44b13.00075256	user_options->hex_salt	0
TOP.62a44b13.00075256	user_options->hex_wordlist	0
TOP.62a44b13.00075256	user_options->hook_threads	2
TOP.62a44b13.00075256	user_options->identify	0
TOP.62a44b13.00075256	user_options->increment	1
TOP.62a44b13.00075256	user_options->increment_max	256
TOP.62a44b13.00075256	user_options->increment_min	1
TOP.62a44b13.00075256	user_options->keep_guessing	0
TOP.62a44b13.00075256	user_options->kernel_accel	0
TOP.62a44b13.00075256	user_options->kernel_loops	0
TOP.62a44b13.00075256	user_options->kernel_threads	0
TOP.62a44b13.00075256	user_options->keyspace	0
TOP.62a44b13.00075256	user_options->left	0
TOP.62a44b13.00075256	user_options->logfile_disable	0
TOP.62a44b13.00075256	user_options->loopback	0
TOP.62a44b13.00075256	user_options->machine_readable	0
TOP.62a44b13.00075256	user_options->markov_classic	0
TOP.62a44b13.00075256	user_options->markov_disable	0
TOP.62a44b13.00075256	user_options->markov_inverse	0
TOP.62a44b13.00075256	user_options->markov_threshold	256
TOP.62a44b13.00075256	user_options->multiply_accel_disable	0
